report_id,topic,consumer,total_mails,average_execution_time_(s),max_execution_time_(s),grand_total_mails,total_errors
0,high-priority-mails,1,5685,3.67,9.39,364998,2
0,high-priority-mails,4,5629,3.45,8.99,364998,2
0,low-priority-mails,0,331998,26.77,64.12,364998,2
0,high-priority-mails,5,5602,3.66,9.29,364998,2
0,high-priority-mails,2,5605,3.64,9.04,364998,2
0,high-priority-mails,0,5190,3.58,9.06,364998,2
0,high-priority-mails,3,5289,3.58,9.03,364998,2
